item,current_path,decision,target_owner,dependencies,tests,docs,notes
tab_strip,crates/jackin-tui/src/components.rs:27,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod tab_strip;
text_input,crates/jackin-tui/src/components.rs:28,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod text_input;
toast,crates/jackin-tui/src/components.rs:29,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod toast;
pub use super::keymap::{,crates/jackin-tui/src/components.rs:31,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use super::keymap::{
"pub use bottom_chrome::{BOTTOM_CHROME_ROWS, BottomChromeAreas, bottom_chrome_areas};",crates/jackin-tui/src/components.rs:35,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub use bottom_chrome::{BOTTOM_CHROME_ROWS, BottomChromeAreas, bottom_chrome_areas};"
"pub use brand_header::{BrandHeader, brand_header_line, render_brand_header};",crates/jackin-tui/src/components.rs:36,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub use brand_header::{BrandHeader, brand_header_line, render_brand_header};"
pub use button_strip::{,crates/jackin-tui/src/components.rs:37,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use button_strip::{
pub use confirm_dialog::{,crates/jackin-tui/src/components.rs:40,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use confirm_dialog::{
pub use container_info::{,crates/jackin-tui/src/components.rs:46,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use container_info::{
pub use dialog_layout::{,crates/jackin-tui/src/components.rs:55,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use dialog_layout::{
"pub use diff_view::{DiffViewState, SinglePaneKind, diff_view_hint_spans, render_diff_view};",crates/jackin-tui/src/components.rs:60,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub use diff_view::{DiffViewState, SinglePaneKind, diff_view_hint_spans, render_diff_view};"
pub use error_dialog::{,crates/jackin-tui/src/components.rs:61,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use error_dialog::{
"pub use filter_input::{FilterInput, filter_input_line, render_filter_input};",crates/jackin-tui/src/components.rs:69,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub use filter_input::{FilterInput, filter_input_line, render_filter_input};"
"pub use focus_owner::{ButtonFocus, FocusOwner};",crates/jackin-tui/src/components.rs:70,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub use focus_owner::{ButtonFocus, FocusOwner};"
pub use hint_bar::{,crates/jackin-tui/src/components.rs:71,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use hint_bar::{
pub use hover_tracker::HoverTracker;,crates/jackin-tui/src/components.rs:75,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use hover_tracker::HoverTracker;
pub use modal_backdrop::ModalBackdrop;,crates/jackin-tui/src/components.rs:76,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use modal_backdrop::ModalBackdrop;
"pub use modal_lifecycle::{ModalClickResult, ModalStack, classify_click, render_backdrop};",crates/jackin-tui/src/components.rs:77,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub use modal_lifecycle::{ModalClickResult, ModalStack, classify_click, render_backdrop};"
pub use modal_rects::{,crates/jackin-tui/src/components.rs:78,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use modal_rects::{
"pub use panel::{Panel, PanelFocus, modal_block, panel_body_area, unfocused_block};",crates/jackin-tui/src/components.rs:84,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub use panel::{Panel, PanelFocus, modal_block, panel_body_area, unfocused_block};"
pub use save_discard_dialog::{,crates/jackin-tui/src/components.rs:85,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use save_discard_dialog::{
pub use scrollable_panel::{,crates/jackin-tui/src/components.rs:89,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use scrollable_panel::{
pub use select_list::{,crates/jackin-tui/src/components.rs:100,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use select_list::{
pub use status_footer::{,crates/jackin-tui/src/components.rs:104,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use status_footer::{
"pub use status_popup::{StatusPopupState, render_status_popup};",crates/jackin-tui/src/components.rs:110,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub use status_popup::{StatusPopupState, render_status_popup};"
"pub use tab_strip::{TabStrip, tab_cell_style, tab_label_line, tab_underline_line};",crates/jackin-tui/src/components.rs:111,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub use tab_strip::{TabStrip, tab_cell_style, tab_label_line, tab_underline_line};"
pub use text_input::{,crates/jackin-tui/src/components.rs:112,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use text_input::{
"pub use toast::{Toast, render_toast, toast_rect};",crates/jackin-tui/src/components.rs:117,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub use toast::{Toast, render_toast, toast_rect};"
TabCell,crates/jackin-tui/src/geometry.rs:12,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct TabCell<'a> {
TAB_GAP,crates/jackin-tui/src/geometry.rs:23,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const TAB_GAP: u16 = 1;
HintSpan,crates/jackin-tui/src/geometry.rs:35,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub enum HintSpan<'a> {
centered_rect,crates/jackin-tui/src/geometry.rs:55,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn centered_rect(width: u16, height: u16, area: Rect) -> Rect {"
display_cols,crates/jackin-tui/src/geometry.rs:71,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn display_cols(&self) -> usize {
hint_row_cols,crates/jackin-tui/src/geometry.rs:86,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn hint_row_cols(spans: &[HintSpan<'_>]) -> usize {
is_terminal_control_char,crates/jackin-tui/src/geometry.rs:95,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn is_terminal_control_char(c: char) -> bool {
display_cols,crates/jackin-tui/src/geometry.rs:105,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn display_cols(s: &str) -> usize {
take_display_cols,crates/jackin-tui/src/geometry.rs:116,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn take_display_cols(s: &str, max_cols: usize) -> String {"
display_cols_slice,crates/jackin-tui/src/geometry.rs:137,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn display_cols_slice(s: &str, skip: usize, width: usize) -> String {"
leading_space_cols,crates/jackin-tui/src/geometry.rs:161,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn leading_space_cols<S>(parts: impl IntoIterator<Item = S>) -> usize
padded_line_display_cols,crates/jackin-tui/src/geometry.rs:183,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn padded_line_display_cols<I, S>(parts: I) -> usize"
FixedPrefixSegment,crates/jackin-tui/src/geometry.rs:197,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct FixedPrefixSegment {
fixed_prefix_scroll_segments,crates/jackin-tui/src/geometry.rs:207,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn fixed_prefix_scroll_segments(
sanitize_terminal_title,crates/jackin-tui/src/geometry.rs:265,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn sanitize_terminal_title(title: &str) -> String {
agent_display_name,crates/jackin-tui/src/geometry.rs:290,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn agent_display_name(slug: &str) -> Option<&'static str> {
lay_out_tabs,crates/jackin-tui/src/geometry.rs:312,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn lay_out_tabs<'a>(labels: &[(&'a str, bool)], start_col: u16) -> Vec<TabCell<'a>> {"
tab_at_column,crates/jackin-tui/src/geometry.rs:336,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn tab_at_column(cells: &[TabCell<'_>], col: u16) -> Option<usize> {"
HostColors,crates/jackin-tui/src/host_colors.rs:21,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct HostColors {
query_host_terminal_colors,crates/jackin-tui/src/host_colors.rs:41,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub async fn query_host_terminal_colors<R, W>("
LogicalKey,crates/jackin-tui/src/keymap.rs:21,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub enum LogicalKey {
Mods,crates/jackin-tui/src/keymap.rs:41,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct Mods(u8);
NONE,crates/jackin-tui/src/keymap.rs:44,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const NONE: Self = Self(0);
CTRL,crates/jackin-tui/src/keymap.rs:45,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const CTRL: Self = Self(1);
ALT,crates/jackin-tui/src/keymap.rs:46,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const ALT: Self = Self(2);
SHIFT,crates/jackin-tui/src/keymap.rs:47,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const SHIFT: Self = Self(4);
fn,crates/jackin-tui/src/keymap.rs:51,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn with_ctrl(self) -> Self {
fn,crates/jackin-tui/src/keymap.rs:57,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn with_alt(self) -> Self {
fn,crates/jackin-tui/src/keymap.rs:63,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn with_shift(self) -> Self {
fn,crates/jackin-tui/src/keymap.rs:69,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const fn contains(self, other: Self) -> bool {"
fn,crates/jackin-tui/src/keymap.rs:75,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn is_empty(self) -> bool {
KeyChord,crates/jackin-tui/src/keymap.rs:82,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct KeyChord {
fn,crates/jackin-tui/src/keymap.rs:90,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn plain(key: LogicalKey) -> Self {
fn,crates/jackin-tui/src/keymap.rs:99,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn ctrl(key: LogicalKey) -> Self {
fn,crates/jackin-tui/src/keymap.rs:108,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn alt(key: LogicalKey) -> Self {
fn,crates/jackin-tui/src/keymap.rs:117,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn shift(key: LogicalKey) -> Self {
fn,crates/jackin-tui/src/keymap.rs:126,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn alt_shift(key: LogicalKey) -> Self {
Visibility,crates/jackin-tui/src/keymap.rs:215,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub enum Visibility {
KeyBinding,crates/jackin-tui/src/keymap.rs:230,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct KeyBinding<A> {
Keymap,crates/jackin-tui/src/keymap.rs:247,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct Keymap<A: 'static> {
fn,crates/jackin-tui/src/keymap.rs:254,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const fn new(bindings: &'static [KeyBinding<A>]) -> Self {
bindings,crates/jackin-tui/src/keymap.rs:260,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn bindings(&self) -> &[KeyBinding<A>] {
dispatch,crates/jackin-tui/src/keymap.rs:267,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn dispatch(&self, chord: KeyChord) -> Option<A> {"
hint_spans,crates/jackin-tui/src/keymap.rs:278,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn hint_spans(&self) -> Vec<HintSpan<'static>> {
hint_spans_for_axes,crates/jackin-tui/src/keymap.rs:286,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn hint_spans_for_axes(&self, axes: ScrollAxes) -> Vec<HintSpan<'static>> {"
binding_for,crates/jackin-tui/src/keymap.rs:340,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn binding_for(&self, action: A) -> Option<&KeyBinding<A>> {"
glyph_for,crates/jackin-tui/src/keymap.rs:349,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn glyph_for(&self, action: A) -> &'static str {"
push_spans_for,crates/jackin-tui/src/keymap.rs:360,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub fn push_spans_for(&self, action: A, out: &mut Vec<HintSpan<'static>>) {"
raw_bytes_to_chord,crates/jackin-tui/src/keymap.rs:387,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn raw_bytes_to_chord(bytes: &[u8]) -> Option<KeyChord> {
glyph,crates/jackin-tui/src/keymap.rs:435,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod glyph {
TAB,crates/jackin-tui/src/keymap.rs:436,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const TAB: &str = ""\u{21e5}"";"
UP_DOWN,crates/jackin-tui/src/keymap.rs:437,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const UP_DOWN: &str = ""\u{2191}\u{2193}"";"
LEFT_RIGHT,crates/jackin-tui/src/keymap.rs:438,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const LEFT_RIGHT: &str = ""\u{2190}\u{2192}"";"
ALL_ARROWS,crates/jackin-tui/src/keymap.rs:439,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const ALL_ARROWS: &str = ""\u{2191}\u{2193}\u{2190}\u{2192}"";"
ALT_SHIFT_ALL_ARROWS,crates/jackin-tui/src/keymap.rs:440,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const ALT_SHIFT_ALL_ARROWS: &str = ""Alt-Shift-\u{2191}\u{2193}\u{2190}\u{2192}"";"
PGUP_PGDN,crates/jackin-tui/src/keymap.rs:441,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const PGUP_PGDN: &str = ""PgUp/PgDn"";"
ESC,crates/jackin-tui/src/keymap.rs:442,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const ESC: &str = ""Esc"";"
ENTER,crates/jackin-tui/src/keymap.rs:443,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const ENTER: &str = ""\u{21b5}"";"
chord_glyph,crates/jackin-tui/src/keymap.rs:456,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn chord_glyph(chord: Option<KeyChord>) -> &'static str {
ScrollHintAxis,crates/jackin-tui/src/keymap.rs:531,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub enum ScrollHintAxis {
SCROLL_HINT_KEYMAP,crates/jackin-tui/src/keymap.rs:547,parameterize,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub static SCROLL_HINT_KEYMAP: Keymap<ScrollHintAxis> = Keymap::new(&[
animation,crates/jackin-tui/src/lib.rs:6,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod animation;
ansi_text,crates/jackin-tui/src/lib.rs:7,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod ansi_text;
components,crates/jackin-tui/src/lib.rs:8,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod components;
geometry,crates/jackin-tui/src/lib.rs:9,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod geometry;
host_colors,crates/jackin-tui/src/lib.rs:10,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod host_colors;
keymap,crates/jackin-tui/src/lib.rs:11,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod keymap;
output,crates/jackin-tui/src/lib.rs:12,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod output;
ownership,crates/jackin-tui/src/lib.rs:13,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod ownership;
prune_output,crates/jackin-tui/src/lib.rs:14,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod prune_output;
runtime,crates/jackin-tui/src/lib.rs:15,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod runtime;
scroll,crates/jackin-tui/src/lib.rs:16,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod scroll;
terminal_modes,crates/jackin-tui/src/lib.rs:17,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod terminal_modes;
theme,crates/jackin-tui/src/lib.rs:18,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod theme;
url_text,crates/jackin-tui/src/lib.rs:19,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub mod url_text;
pub use components::text_input::TextField;,crates/jackin-tui/src/lib.rs:21,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use components::text_input::TextField;
pub use geometry::{,crates/jackin-tui/src/lib.rs:22,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use geometry::{
pub use jackin_core::shorten_home;,crates/jackin-tui/src/lib.rs:28,remain,jackin-project/jackin,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use jackin_core::shorten_home;
pub use jackin_core::{,crates/jackin-tui/src/lib.rs:29,remove,tailrocks/termrock replacement,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub use jackin_core::{
ModalOutcome,crates/jackin-tui/src/lib.rs:41,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub enum ModalOutcome<T> {
Rgb,crates/jackin-tui/src/lib.rs:54,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub struct Rgb {
fn,crates/jackin-tui/src/lib.rs:61,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const fn new(r: u8, g: u8, b: u8) -> Self {"
owo_rgb,crates/jackin-tui/src/lib.rs:69,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub fn owo_rgb(rgb: Rgb) -> owo_colors::Rgb {
PHOSPHOR_GREEN,crates/jackin-tui/src/lib.rs:75,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const PHOSPHOR_GREEN: Rgb = Rgb::new(0, 255, 65);"
PHOSPHOR_DIM,crates/jackin-tui/src/lib.rs:79,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const PHOSPHOR_DIM: Rgb = Rgb::new(0, 140, 30);"
PHOSPHOR_DARK,crates/jackin-tui/src/lib.rs:82,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const PHOSPHOR_DARK: Rgb = Rgb::new(0, 80, 18);"
BLACK,crates/jackin-tui/src/lib.rs:85,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const BLACK: Rgb = Rgb::new(0, 0, 0);"
DIALOG_SCROLL_THUMB,crates/jackin-tui/src/lib.rs:95,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DIALOG_SCROLL_THUMB: Rgb = PHOSPHOR_GREEN;
DIALOG_SCROLL_TRACK,crates/jackin-tui/src/lib.rs:98,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const DIALOG_SCROLL_TRACK: Rgb = PHOSPHOR_DARK;
RAIN_HEAD,crates/jackin-tui/src/lib.rs:101,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const RAIN_HEAD: Rgb = WHITE;
RAIN_FRESH,crates/jackin-tui/src/lib.rs:104,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const RAIN_FRESH: Rgb = Rgb::new(180, 255, 180);"
RAIN_BODY,crates/jackin-tui/src/lib.rs:107,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const RAIN_BODY: Rgb = PHOSPHOR_GREEN;
RAIN_MID,crates/jackin-tui/src/lib.rs:110,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const RAIN_MID: Rgb = Rgb::new(0, 200, 50);"
RAIN_DIM,crates/jackin-tui/src/lib.rs:113,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const RAIN_DIM: Rgb = PHOSPHOR_DIM;
RAIN_DARK,crates/jackin-tui/src/lib.rs:116,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const RAIN_DARK: Rgb = PHOSPHOR_DARK;
WHITE,crates/jackin-tui/src/lib.rs:119,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const WHITE: Rgb = Rgb::new(255, 255, 255);"
BRAND_BLOCK,crates/jackin-tui/src/lib.rs:125,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,pub const BRAND_BLOCK: Rgb = PHOSPHOR_GREEN;
INPUT_BG_DIM,crates/jackin-tui/src/lib.rs:133,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const INPUT_BG_DIM: Rgb = Rgb::new(20, 24, 22);"
TAB_BG_INACTIVE,crates/jackin-tui/src/lib.rs:141,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const TAB_BG_INACTIVE: Rgb = Rgb::new(30, 30, 30);"
TAB_BG_INACTIVE_HOVER,crates/jackin-tui/src/lib.rs:142,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const TAB_BG_INACTIVE_HOVER: Rgb = Rgb::new(48, 48, 48);"
TAB_BG_ACTIVE,crates/jackin-tui/src/lib.rs:143,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const TAB_BG_ACTIVE: Rgb = Rgb::new(42, 42, 42);"
TAB_BG_ACTIVE_HOVER,crates/jackin-tui/src/lib.rs:144,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const TAB_BG_ACTIVE_HOVER: Rgb = Rgb::new(58, 58, 58);"
LINK_BLUE,crates/jackin-tui/src/lib.rs:151,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const LINK_BLUE: Rgb = Rgb::new(0, 80, 180);"
LINK_FG,crates/jackin-tui/src/lib.rs:159,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const LINK_FG: Rgb = Rgb::new(0, 200, 200);"
LINK_FG_HOVER,crates/jackin-tui/src/lib.rs:164,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const LINK_FG_HOVER: Rgb = Rgb::new(130, 240, 240);"
DEBUG_AMBER,crates/jackin-tui/src/lib.rs:169,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const DEBUG_AMBER: Rgb = Rgb::new(204, 92, 0);"
AMBER,crates/jackin-tui/src/lib.rs:173,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const AMBER: Rgb = Rgb::new(255, 170, 0);"
BORDER_GRAY,crates/jackin-tui/src/lib.rs:179,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const BORDER_GRAY: Rgb = Rgb::new(80, 80, 80);"
BORDER_GRAY_LIGHT,crates/jackin-tui/src/lib.rs:182,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const BORDER_GRAY_LIGHT: Rgb = Rgb::new(160, 160, 160);"
DANGER_RED,crates/jackin-tui/src/lib.rs:188,extract,tailrocks/termrock,see dependency-tree.txt,donor nextest + render parity,dossier ch. 06/09,"pub const DANGER_RED: Rgb = Rgb::new(255, 94, 122);"
